town,state,lga,postcode,district
Dabi ,Jigawa,Roni   ,705104,Amaryawa  
Dagal,Jigawa,Roni   ,705104,Amaryawa  
Dage,Jigawa,Roni   ,705104,Amaryawa  
Dantaimu,Jigawa,Roni   ,705104,Amaryawa  
Darina,Jigawa,Roni   ,705104,Amaryawa  
F/Habe,Jigawa,Roni   ,705104,Amaryawa  
Firjin Yamma,Jigawa,Roni   ,705104,Amaryawa  
Fulani,Jigawa,Roni   ,705104,Amaryawa  
Fumuma,Jigawa,Roni   ,705104,Amaryawa  
Galoru,Jigawa,Roni   ,705104,Amaryawa  
Gangare,Jigawa,Roni   ,705104,Amaryawa  
Gidan Dawa,Jigawa,Roni   ,705104,Amaryawa  
Gora,Jigawa,Roni   ,705104,Amaryawa  
Guntai,Jigawa,Roni   ,705104,Amaryawa  
Gwiwa,Jigawa,Roni   ,705104,Amaryawa  
Jabiyana,Jigawa,Roni   ,705104,Amaryawa  
Jakanga,Jigawa,Roni   ,705104,Amaryawa  
Jama a,Jigawa,Roni   ,705104,Amaryawa  
Jandutse,Jigawa,Roni   ,705104,Amaryawa  
Jangefe,Jigawa,Roni   ,705104,Amaryawa  
Jigawa,Jigawa,Roni   ,705104,Amaryawa  
Kaganto,Jigawa,Roni   ,705104,Amaryawa  
Kari,Jigawa,Roni   ,705104,Amaryawa  
Kari Mai Wande,Jigawa,Roni   ,705104,Amaryawa  
Karofin Tsamiya,Jigawa,Roni   ,705104,Amaryawa  
Kaya,Jigawa,Roni   ,705104,Amaryawa  
Kayalwa,Jigawa,Roni   ,705104,Amaryawa  
Korau,Jigawa,Roni   ,705104,Amaryawa  
Korayel,Jigawa,Roni   ,705104,Amaryawa  
Kwadage,Jigawa,Roni   ,705104,Amaryawa  
Kwaita,Jigawa,Roni   ,705104,Amaryawa  
Luda,Jigawa,Roni   ,705104,Amaryawa  
Makadi,Jigawa,Roni   ,705104,Amaryawa  
Mamudawa,Jigawa,Roni   ,705104,Amaryawa  
Rumawa,Jigawa,Roni   ,705104,Amaryawa  
S/Gari,Jigawa,Roni   ,705104,Amaryawa  
Sauma Sainawa,Jigawa,Roni   ,705104,Amaryawa  
Shafe,Jigawa,Roni   ,705104,Amaryawa  
T/Arewa,Jigawa,Roni   ,705104,Amaryawa  
T/Gabas,Jigawa,Roni   ,705104,Amaryawa  
Tabanni,Jigawa,Roni   ,705104,Amaryawa  
Tsakani,Jigawa,Roni   ,705104,Amaryawa  
Ung. Dashi,Jigawa,Roni   ,705104,Amaryawa  
Ung. Dunyi,Jigawa,Roni   ,705104,Amaryawa  
Ung. Fulani,Jigawa,Roni   ,705104,Amaryawa  
Ung. Rogo,Jigawa,Roni   ,705104,Amaryawa  
Wailare,Jigawa,Roni   ,705104,Amaryawa  
Yalde,Jigawa,Roni   ,705104,Amaryawa  
Yankazi,Jigawa,Roni   ,705104,Amaryawa  
Yankewa,Jigawa,Roni   ,705104,Amaryawa  
Yola,Jigawa,Roni   ,705104,Amaryawa  
Zagabu,Jigawa,Roni   ,705104,Amaryawa  
Zugai,Jigawa,Roni   ,705104,Amaryawa  
Zurai,Jigawa,Roni   ,705104,Amaryawa  
Zuru Makera,Jigawa,Roni   ,705104,Amaryawa  
Amaryawa,Jigawa,Roni   ,705103,Roni  
Bakin Jangal,Jigawa,Roni   ,705103,Roni  
Bamau,Jigawa,Roni   ,705103,Roni  
Baragumi,Jigawa,Roni   ,705103,Roni  
Basana,Jigawa,Roni   ,705103,Roni  
Bashe,Jigawa,Roni   ,705103,Roni  
Bazara,Jigawa,Roni   ,705103,Roni  
Bugaje,Jigawa,Roni   ,705103,Roni  
Bula,Jigawa,Roni   ,705103,Roni  
Burna Ruwa,Jigawa,Roni   ,705103,Roni  
Dabawa,Jigawa,Roni   ,705103,Roni  
Dadin Sarki,Jigawa,Roni   ,705103,Roni  
Dagasawa,Jigawa,Roni   ,705103,Roni  
Daleji,Jigawa,Roni   ,705103,Roni  
Damalawa,Jigawa,Roni   ,705103,Roni  
Dan Abzin,Jigawa,Roni   ,705103,Roni  
Dangadi Maimarina,Jigawa,Roni   ,705103,Roni  
Dansala,Jigawa,Roni   ,705103,Roni  
Dansure,Jigawa,Roni   ,705103,Roni  
Dantaimu,Jigawa,Roni   ,705103,Roni  
Daragi,Jigawa,Roni   ,705103,Roni  
Datsa,Jigawa,Roni   ,705103,Roni  
Daurawa,Jigawa,Roni   ,705103,Roni  
Diddigau,Jigawa,Roni   ,705103,Roni  
Dinya,Jigawa,Roni   ,705103,Roni  
Faifeku,Jigawa,Roni   ,705103,Roni  
Faran Barinje,Jigawa,Roni   ,705103,Roni  
Furtawa,Jigawa,Roni   ,705103,Roni  
Gadare,Jigawa,Roni   ,705103,Roni  
Gallan Kyau,Jigawa,Roni   ,705103,Roni  
Gasakoli,Jigawa,Roni   ,705103,Roni  
Gauraye Duwigi,Jigawa,Roni   ,705103,Roni  
Gerawa,Jigawa,Roni   ,705103,Roni  
Gezawa,Jigawa,Roni   ,705103,Roni  
Gimi,Jigawa,Roni   ,705103,Roni  
Gora,Jigawa,Roni   ,705103,Roni  
Hinningere,Jigawa,Roni   ,705103,Roni  
Jama sa,Jigawa,Roni   ,705103,Roni  
Jawo Sanda,Jigawa,Roni   ,705103,Roni  
Jigawa,Jigawa,Roni   ,705103,Roni  
Kanawa,Jigawa,Roni   ,705103,Roni  
Karama,Jigawa,Roni   ,705103,Roni  
Karo,Jigawa,Roni   ,705103,Roni  
Karshi,Jigawa,Roni   ,705103,Roni  
Kuka Tsaye,Jigawa,Roni   ,705103,Roni  
Kulgure,Jigawa,Roni   ,705103,Roni  
Kurayai,Jigawa,Roni   ,705103,Roni  
Kurket,Jigawa,Roni   ,705103,Roni  
Kurman Runa,Jigawa,Roni   ,705103,Roni  
Kurneji,Jigawa,Roni   ,705103,Roni  
Kwanyawa,Jigawa,Roni   ,705103,Roni  
Kwarare,Jigawa,Roni   ,705103,Roni  
Kwatsatsa,Jigawa,Roni   ,705103,Roni  
Lemaru,Jigawa,Roni   ,705103,Roni  
Ljela,Jigawa,Roni   ,705103,Roni  
Mahuta,Jigawa,Roni   ,705103,Roni  
Maje,Jigawa,Roni   ,705103,Roni  
Makauraci,Jigawa,Roni   ,705103,Roni  
Makero,Jigawa,Roni   ,705103,Roni  
Mako,Jigawa,Roni   ,705103,Roni  
Maraganta,Jigawa,Roni   ,705103,Roni  
Marke,Jigawa,Roni   ,705103,Roni  
Mkere,Jigawa,Roni   ,705103,Roni  
Nanumawa,Jigawa,Roni   ,705103,Roni  
Pandako,Jigawa,Roni   ,705103,Roni  
Redi,Jigawa,Roni   ,705103,Roni  
Roni,Jigawa,Roni   ,705103,Roni  
S/Gari,Jigawa,Roni   ,705103,Roni  
Sakaina,Jigawa,Roni   ,705103,Roni  
Sankau,Jigawa,Roni   ,705103,Roni  
Shaoa,Jigawa,Roni   ,705103,Roni  
Share Gari,Jigawa,Roni   ,705103,Roni  
Shatare,Jigawa,Roni   ,705103,Roni  
Shinfida Fulani,Jigawa,Roni   ,705103,Roni  
Tabaris,Jigawa,Roni   ,705103,Roni  
Takwardawa,Jigawa,Roni   ,705103,Roni  
Tama,Jigawa,Roni   ,705103,Roni  
Tinmkishi,Jigawa,Roni   ,705103,Roni  
Tsubut,Jigawa,Roni   ,705103,Roni  
Tunas,Jigawa,Roni   ,705103,Roni  
Ung. Ashe,Jigawa,Roni   ,705103,Roni  
Ung. Bundau,Jigawa,Roni   ,705103,Roni  
Ung. Gamyi,Jigawa,Roni   ,705103,Roni  
Ung. Maji,Jigawa,Roni   ,705103,Roni  
Ung. Malamai,Jigawa,Roni   ,705103,Roni  
W/Fulani,Jigawa,Roni   ,705103,Roni  
Wailare Bugaje,Jigawa,Roni   ,705103,Roni  
Walawa,Jigawa,Roni   ,705103,Roni  
Warpawa,Jigawa,Roni   ,705103,Roni  
Wuddi,Jigawa,Roni   ,705103,Roni  
Yan Kwalli,Jigawa,Roni   ,705103,Roni  
Yanzaki,Jigawa,Roni   ,705103,Roni  
Zangana,Jigawa,Roni   ,705103,Roni  
Zanguna,Jigawa,Roni   ,705103,Roni  
Zaumar Mahauta,Jigawa,Roni   ,705103,Roni  
Zazzagawa,Jigawa,Roni   ,705103,Roni  
Zugai,Jigawa,Roni   ,705103,Roni  
Amaguwa,Jigawa,Ringim   ,733102,Ringim  
Bago-Gwadamo,Jigawa,Ringim   ,733102,Ringim  
Chai-Chai,Jigawa,Ringim   ,733102,Ringim  
Daabigyel,Jigawa,Ringim   ,733102,Ringim  
Dabi,Jigawa,Ringim   ,733102,Ringim  
Dan-Makeri,Jigawa,Ringim   ,733102,Ringim  
Daurawa,Jigawa,Ringim   ,733102,Ringim  
Daushe,Jigawa,Ringim   ,733102,Ringim  
Dingare,Jigawa,Ringim   ,733102,Ringim  
Gasakole,Jigawa,Ringim   ,733102,Ringim  
Kafin Banushe,Jigawa,Ringim   ,733102,Ringim  
Karshi,Jigawa,Ringim   ,733102,Ringim  
Karwai,Jigawa,Ringim   ,733102,Ringim  
Kaura Dabi,Jigawa,Ringim   ,733102,Ringim  
Kaya Gazara,Jigawa,Ringim   ,733102,Ringim  
Malamawa,Jigawa,Ringim   ,733102,Ringim  
Marawa,Jigawa,Ringim   ,733102,Ringim  
Ringim,Jigawa,Ringim   ,733102,Ringim  
Sankara,Jigawa,Ringim   ,733102,Ringim  
Sintilmawa,Jigawa,Ringim   ,733102,Ringim  
Tofa,Jigawa,Ringim   ,733102,Ringim  
Yakasawa,Jigawa,Ringim   ,733102,Ringim  
Yandutsi,Jigawa,Ringim   ,733102,Ringim  
Zangon-Kanya,Jigawa,Ringim   ,733102,Ringim  
Amaku,Imo,Aboh Mbaise  ,462105,Mbutu  
Amoda,Imo,Aboh Mbaise  ,462105,Mbutu  
Amorji,Imo,Aboh Mbaise  ,462105,Mbutu  
Egbelubi,Imo,Aboh Mbaise  ,462105,Mbutu  
Ehere Ukwu,Imo,Aboh Mbaise  ,462105,Mbutu  
Ihitte Ocha,Imo,Aboh Mbaise  ,462105,Mbutu  
Obo,Imo,Aboh Mbaise  ,462105,Mbutu  
Obokwu,Imo,Aboh Mbaise  ,462105,Mbutu  
Onwuka-Na-Ukpabi,Imo,Aboh Mbaise  ,462105,Mbutu  
Oreetit,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuagbara,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuaham,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuaku,Imo,Aboh Mbaise  ,462105,Mbutu  
Umualo,Imo,Aboh Mbaise  ,462105,Mbutu  
Umubadiloke,Imo,Aboh Mbaise  ,462105,Mbutu  
Umudaogbor,Imo,Aboh Mbaise  ,462105,Mbutu  
Umudim,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuekwene,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuezee,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuezele,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuezeorji,Imo,Aboh Mbaise  ,462105,Mbutu  
Umugbuakpaka,Imo,Aboh Mbaise  ,462105,Mbutu  
Umunocha,Imo,Aboh Mbaise  ,462105,Mbutu  
Umunune,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuobee,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuochiedu,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuogwurukwu,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuoshielo,Imo,Aboh Mbaise  ,462105,Mbutu  
Umusiehe,Imo,Aboh Mbaise  ,462105,Mbutu  
Umusuto,Imo,Aboh Mbaise  ,462105,Mbutu  
Umuzu,Imo,Aboh Mbaise  ,462105,Mbutu  
Burji,Jigawa,Miga   ,720105,Miga  
Dangyatun,Jigawa,Miga   ,720105,Miga  
Garba,Jigawa,Miga   ,720105,Miga  
Gululu,Jigawa,Miga   ,720105,Miga  
Gwari,Jigawa,Miga   ,720105,Miga  
Hantsu,Jigawa,Miga   ,720105,Miga  
Miga,Jigawa,Miga   ,720105,Miga  
Sabon Gari,Jigawa,Miga   ,720105,Miga  
Sansani,Jigawa,Miga   ,720105,Miga  
Takalafiya,Jigawa,Miga   ,720105,Miga  
Tsagaiwa,Jigawa,Miga   ,720105,Miga  
Tsakuwawa,Jigawa,Miga   ,720105,Miga  
Yanguwa,Jigawa,Miga   ,720105,Miga  
Zango,Jigawa,Miga   ,720105,Miga  
Zareku,Jigawa,Miga   ,720105,Miga  
Eziala Ogwu,Imo,Aboh Mbaise  ,462104,Nguru Nwankwo  
Obeana,Imo,Aboh Mbaise  ,462104,Nguru Nwankwo  
Obetiti,Imo,Aboh Mbaise  ,462104,Nguru Nwankwo  
Ogbor,Imo,Aboh Mbaise  ,462104,Nguru Nwankwo  
Ogwu Okwu/,Imo,Aboh Mbaise  ,462104,Nguru Nwankwo  
Dabora,Jigawa,Kaugama   ,730102,Kaugama  
Dakayawa,Jigawa,Kaugama   ,730102,Kaugama  
Garin Gabas,Jigawa,Kaugama   ,730102,Kaugama  
Hadi,Jigawa,Kaugama   ,730102,Kaugama  
Haskandu,Jigawa,Kaugama   ,730102,Kaugama  
Jarkasa,Jigawa,Kaugama   ,730102,Kaugama  
Kaugama,Jigawa,Kaugama   ,730102,Kaugama  
Marki,Jigawa,Kaugama   ,730102,Kaugama  
Ungwar-Jibrin,Jigawa,Kaugama   ,730102,Kaugama  
Yalo,Jigawa,Kaugama   ,730102,Kaugama  
Ezialakohu,Imo,Aboh Mbaise  ,462103,Nguru Ahiato  
Ngali,Imo,Aboh Mbaise  ,462103,Nguru Ahiato  
Obokwu,Imo,Aboh Mbaise  ,462103,Nguru Ahiato  
Ofeama,Imo,Aboh Mbaise  ,462103,Nguru Ahiato  
Ogbe,Imo,Aboh Mbaise  ,462103,Nguru Ahiato  
Okori,Imo,Aboh Mbaise  ,462103,Nguru Ahiato  
Uba,Imo,Aboh Mbaise  ,462103,Nguru Ahiato  
Umuaghara,Imo,Aboh Mbaise  ,462103,Nguru Ahiato  
Umuezie,Imo,Aboh Mbaise  ,462103,Nguru Ahiato  
Umuoda,Imo,Aboh Mbaise  ,462103,Nguru Ahiato  
Aja-Na-Agwu,Imo,Aboh Mbaise  ,462102,Okwuato  
Akabor,Imo,Aboh Mbaise  ,462102,Okwuato  
Duru Ibekuta,Imo,Aboh Mbaise  ,462102,Okwuato  
Ebee-Umukabi,Imo,Aboh Mbaise  ,462102,Okwuato  
Egbelu,Imo,Aboh Mbaise  ,462102,Okwuato  
Egberekatua,Imo,Aboh Mbaise  ,462102,Okwuato  
Ezido,Imo,Aboh Mbaise  ,462102,Okwuato  
Ezuhu,Imo,Aboh Mbaise  ,462102,Okwuato  
Ihuala,Imo,Aboh Mbaise  ,462102,Okwuato  
Ihumadi-Umuagwu-,Imo,Aboh Mbaise  ,462102,Okwuato  
Kwukwa,Imo,Aboh Mbaise  ,462102,Okwuato  
Ngaragu,Imo,Aboh Mbaise  ,462102,Okwuato  
Obo,Imo,Aboh Mbaise  ,462102,Okwuato  
Oborji/Obriji Ukwu,Imo,Aboh Mbaise  ,462102,Okwuato  
Okinkwa,Imo,Aboh Mbaise  ,462102,Okwuato  
Okwula,Imo,Aboh Mbaise  ,462102,Okwuato  
Okwuta-Umuabazu,Imo,Aboh Mbaise  ,462102,Okwuato  
Omuabazu,Imo,Aboh Mbaise  ,462102,Okwuato  
Umouguge,Imo,Aboh Mbaise  ,462102,Okwuato  
Umoukere,Imo,Aboh Mbaise  ,462102,Okwuato  
Umuba,Imo,Aboh Mbaise  ,462102,Okwuato  
Umubazu-Eziama,Imo,Aboh Mbaise  ,462102,Okwuato  
Umumechi-Umukabi,Imo,Aboh Mbaise  ,462102,Okwuato  
Umunaga,Imo,Aboh Mbaise  ,462102,Okwuato  
Umunoke,Imo,Aboh Mbaise  ,462102,Okwuato  
Umunokwu-Amato,Imo,Aboh Mbaise  ,462102,Okwuato  
Umuobazu,Imo,Aboh Mbaise  ,462102,Okwuato  
Umuofuga,Imo,Aboh Mbaise  ,462102,Okwuato  
Umuogwugwo-,Imo,Aboh Mbaise  ,462102,Okwuato  
Umuojii,Imo,Aboh Mbaise  ,462102,Okwuato  
Umuokoro,Imo,Aboh Mbaise  ,462102,Okwuato  
Umuokwu,Imo,Aboh Mbaise  ,462102,Okwuato  
Umuoshi,Imo,Aboh Mbaise  ,462102,Okwuato  
Umuosi,Imo,Aboh Mbaise  ,462102,Okwuato  
Umuwaril-Umabazu,Imo,Aboh Mbaise  ,462102,Okwuato  
Aboh,Imo,Aboh Mbaise  ,462101,NGURU-NWEKE 
Amohuru,Imo,Aboh Mbaise  ,462101,NGURU-NWEKE 
Egberede,Imo,Aboh Mbaise  ,462101,NGURU-NWEKE 
Eziala,Imo,Aboh Mbaise  ,462101,NGURU-NWEKE 
Ezuhu,Imo,Aboh Mbaise  ,462101,NGURU-NWEKE 
Nguru Nweke,Imo,Aboh Mbaise  ,462101,NGURU-NWEKE 
Okwu,Imo,Aboh Mbaise  ,462101,NGURU-NWEKE 
Umaumadi,Imo,Aboh Mbaise  ,462101,NGURU-NWEKE 
Nnemere,Imo,Ahiazu Mbaise ,463120,Mkpam 
Okpankume,Imo,Ahiazu Mbaise ,463120,Mkpam 
Umuaju,Imo,Ahiazu Mbaise ,463120,Mkpam 
Umuegwu,Imo,Ahiazu Mbaise ,463120,Mkpam 
Umuohia,Imo,Ahiazu Mbaise ,463120,Mkpam 
Akanu,Imo,Ahiazu Mbaise ,463119,Akabor  
Azuahia,Imo,Ahiazu Mbaise ,463119,Akabor  
Ehizaobide,Imo,Ahiazu Mbaise ,463119,Akabor  
Eveulukwu-Obitti,Imo,Ahiazu Mbaise ,463119,Akabor  
Ibikiri,Imo,Ahiazu Mbaise ,463119,Akabor  
Ihieama,Imo,Ahiazu Mbaise ,463119,Akabor  
Lemeadem-Umuapu,Imo,Ahiazu Mbaise ,463119,Akabor  
Llile-Mgbuisii,Imo,Ahiazu Mbaise ,463119,Akabor  
Nguma,Imo,Ahiazu Mbaise ,463119,Akabor  
Nkarahu,Imo,Ahiazu Mbaise ,463119,Akabor  
Obitto-Rubber-Est,Imo,Ahiazu Mbaise ,463119,Akabor  
Oburugo,Imo,Ahiazu Mbaise ,463119,Akabor  
Odiribo,Imo,Ahiazu Mbaise ,463119,Akabor  
Ogburu,Imo,Ahiazu Mbaise ,463119,Akabor  
Ozoma-Ukwu-Umuap,Imo,Ahiazu Mbaise ,463119,Akabor  
Umagbukiga-Etioha,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuadu,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuagu,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuagwo,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuagwu-Mgbusoii,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuakamuche,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuaku-Etiho,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuayaka,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuba,Imo,Ahiazu Mbaise ,463119,Akabor  
Umubowu,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuchaka-Ndi-Obu,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuchine,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuchokonagu,Imo,Ahiazu Mbaise ,463119,Akabor  
Umudako-Umuagho,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuduko Umuagwo,Imo,Ahiazu Mbaise ,463119,Akabor  
Umudum,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuebizi,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuekwonye,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuezenwora,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuezuta,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuhaja,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuheja,Imo,Ahiazu Mbaise ,463119,Akabor  
Umukene,Imo,Ahiazu Mbaise ,463119,Akabor  
Umunwauba-Efioha-Efioha,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuodu-Ono-Umuapu,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuofo,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuogbuanua,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuoji,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuokochi-Umuapu,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuonu-Mgbisii,Imo,Ahiazu Mbaise ,463119,Akabor  
Umuosu-Mgbisii,Imo,Ahiazu Mbaise ,463119,Akabor  
Waterside-Settlement,Imo,Ahiazu Mbaise ,463119,Akabor  
Abakuru,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Amakohia,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Amaokwu-Makohia,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Izuoha,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Ogwuamahati,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Oriekpa,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Umuage,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Umuaku,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Umuaro-Mgbirichi'Umueze,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Umunnanwe,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Umuochankwo,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Umuodu,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Umuofor,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Umuokazi,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Umuokisi,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Umuokoro,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Umuowasi,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Uzuuba-Magbirichi ,Imo,Ahiazu Mbaise ,463118,Ogwuama/Amuzi  
Igburu-Awara,Imo,Ahiazu Mbaise ,463117,Obodo-Ujichi  
Ikwerrede,Imo,Ahiazu Mbaise ,463117,Obodo-Ujichi  
Oshia-Awarra,Imo,Ahiazu Mbaise ,463117,Obodo-Ujichi  
Umuagbalu,Imo,Ahiazu Mbaise ,463117,Obodo-Ujichi  
Umudimocho,Imo,Ahiazu Mbaise ,463117,Obodo-Ujichi  
Umudulu,Imo,Ahiazu Mbaise ,463117,Obodo-Ujichi  
Umugakwu,Imo,Ahiazu Mbaise ,463117,Obodo-Ujichi  
Umuigwe,Imo,Ahiazu Mbaise ,463117,Obodo-Ujichi  
Aguneze,Imo,Ahiazu Mbaise ,463116,Otulu/Aguneze  
Itu-Aguneze,Imo,Ahiazu Mbaise ,463116,Otulu/Aguneze  
Orduga,Imo,Ahiazu Mbaise ,463116,Otulu/Aguneze  
Umuakwake,Imo,Ahiazu Mbaise ,463116,Otulu/Aguneze  
Umuobogwo,Imo,Ahiazu Mbaise ,463116,Otulu/Aguneze  
Umuochoke-Aguneze,Imo,Ahiazu Mbaise ,463116,Otulu/Aguneze  
Umuokpoke,Imo,Ahiazu Mbaise ,463116,Otulu/Aguneze  
Umuokuzu,Imo,Ahiazu Mbaise ,463116,Otulu/Aguneze  
Umuoloo,Imo,Ahiazu Mbaise ,463116,Otulu/Aguneze  
Umuzeri-Aguneze,Imo,Ahiazu Mbaise ,463116,Otulu/Aguneze  
Akpim,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Awoma,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Idigele,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Okirika-Nwankwo,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Okirika-Nweke,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Okirka-Nwankwo,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Okrika-Ama,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Umuagbavu,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Umuevu,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Umuezuo,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Umugama,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Umugwa,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Umuikwo,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Umuobodo,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Umuosu,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Uzoara/Mgbirichi,Imo,Ahiazu Mbaise ,463115,Umuo-Kirika  
Adapalm-Settlement,Imo,Ahiazu Mbaise ,463114,Obohia  
Afor-Amafor,Imo,Ahiazu Mbaise ,463114,Obohia  
Alke,Imo,Ahiazu Mbaise ,463114,Obohia  
Amafor-Obokwu,Imo,Ahiazu Mbaise ,463114,Obohia  
Amaiyi,Imo,Ahiazu Mbaise ,463114,Obohia  
Elekenowasi,Imo,Ahiazu Mbaise ,463114,Obohia  
Eziama,Imo,Ahiazu Mbaise ,463114,Obohia  
Eziobojwe,Imo,Ahiazu Mbaise ,463114,Obohia  
Ihumuonuma,Imo,Ahiazu Mbaise ,463114,Obohia  
Obibi,Imo,Ahiazu Mbaise ,463114,Obohia  
Obnogwu,Imo,Ahiazu Mbaise ,463114,Obohia  
Obokwu-Amafor,Imo,Ahiazu Mbaise ,463114,Obohia  
Obora,Imo,Ahiazu Mbaise ,463114,Obohia  
Olhabele-Ohoba,Imo,Ahiazu Mbaise ,463114,Obohia  
Umuagwu,Imo,Ahiazu Mbaise ,463114,Obohia  
Umuedo,Imo,Ahiazu Mbaise ,463114,Obohia  
Umuerim,Imo,Ahiazu Mbaise ,463114,Obohia  
Umugologo,Imo,Ahiazu Mbaise ,463114,Obohia  
Umuhuocha,Imo,Ahiazu Mbaise ,463114,Obohia  
Umukpo,Imo,Ahiazu Mbaise ,463114,Obohia  
Umukpoche,Imo,Ahiazu Mbaise ,463114,Obohia  
Umuodu,Imo,Ahiazu Mbaise ,463114,Obohia  
Umuokem,Imo,Ahiazu Mbaise ,463114,Obohia  
Umuome,Imo,Ahiazu Mbaise ,463114,Obohia  
Umuoroma-Obosima,Imo,Ahiazu Mbaise ,463114,Obohia  
Abacheka,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Abaezi,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Aliocha,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Amachi,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Ariam,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Dimara,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Ekpe-Ekugba,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Ekpe-Etekwuru,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Ekpe-Mbara,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Ekpe-Obokofia,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Ekpe-Oforole,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Ekpe-Umuoji,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Ekpe-Umuudike,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Ekugha,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
Elua,Imo,Ahiazu Mbaise ,463113,Ekwereazu Town  
